time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,breakdown_topic,breakdown,Res_3851,Res_52,Res_tot
201819,Academic year,National,E92000001,England,,,,,,All residential placements,All residential placements,2469,1327,3796
201819,Academic year,Regional,E92000001,England,E12000001,North East,,,,All residential placements,All residential placements,25,88,113
201819,Academic year,Regional,E92000001,England,E12000002,North West,,,,All residential placements,All residential placements,134,168,302
201819,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,All residential placements,All residential placements,113,95,208
201819,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,All residential placements,All residential placements,109,57,166
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,All residential placements,All residential placements,285,147,432
201819,Academic year,Regional,E92000001,England,E12000006,East of England,,,,All residential placements,All residential placements,306,145,451
201819,Academic year,Regional,E92000001,England,E12000007,London,,,,All residential placements,All residential placements,431,191,622
201819,Academic year,Regional,E92000001,England,E12000008,South East,,,,All residential placements,All residential placements,719,266,985
201819,Academic year,Regional,E92000001,England,E12000009,South West,,,,All residential placements,All residential placements,347,170,517
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,All residential placements,All residential placements,0,7,7
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,All residential placements,All residential placements,3,4,7
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,All residential placements,All residential placements,4,1,5
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,All residential placements,All residential placements,0,2,2
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,All residential placements,All residential placements,4,14,18
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000001,805,Hartlepool,All residential placements,All residential placements,1,4,5
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,All residential placements,All residential placements,2,9,11
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,All residential placements,All residential placements,0,7,7
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,All residential placements,All residential placements,0,8,8
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,All residential placements,All residential placements,9,18,27
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000005,841,Darlington,All residential placements,All residential placements,0,1,1
201819,Academic year,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,All residential placements,All residential placements,2,13,15
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000011,340,Knowsley,All residential placements,All residential placements,0,15,15
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000012,341,Liverpool,All residential placements,All residential placements,0,3,3
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000013,342,St. Helens,All residential placements,All residential placements,1,7,8
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000014,343,Sefton,All residential placements,All residential placements,0,1,1
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000015,344,Wirral,All residential placements,All residential placements,14,17,31
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000001,350,Bolton,All residential placements,All residential placements,0,6,6
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000002,351,Bury,All residential placements,All residential placements,2,4,6
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000003,352,Manchester,All residential placements,All residential placements,4,9,13
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000004,353,Oldham,All residential placements,All residential placements,3,4,7
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000005,354,Rochdale,All residential placements,All residential placements,5,2,7
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000006,355,Salford,All residential placements,All residential placements,0,9,9
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000007,356,Stockport,All residential placements,All residential placements,8,6,14
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000008,357,Tameside,All residential placements,All residential placements,8,0,8
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000009,358,Trafford,All residential placements,All residential placements,9,3,12
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E08000010,359,Wigan,All residential placements,All residential placements,2,3,5
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,All residential placements,All residential placements,0,0,0
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,All residential placements,All residential placements,0,7,7
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E10000017,888,Lancashire,All residential placements,All residential placements,42,18,60
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,All residential placements,All residential placements,0,7,7
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,All residential placements,All residential placements,0,0,0
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E06000049,895,Cheshire East,All residential placements,All residential placements,5,8,13
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E06000050,896,Cheshire West and Chester,All residential placements,All residential placements,3,10,13
201819,Academic year,Local authority,E92000001,England,E12000002,North West,E10000006,909,Cumbria,All residential placements,All residential placements,28,29,57
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,All residential placements,All residential placements,3,3,6
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,All residential placements,All residential placements,1,5,6
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000018,372,Rotherham,All residential placements,All residential placements,2,8,10
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000019,373,Sheffield,All residential placements,All residential placements,6,10,16
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000032,380,Bradford,All residential placements,All residential placements,3,5,8
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000033,381,Calderdale,All residential placements,All residential placements,6,1,7
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000034,382,Kirklees,All residential placements,All residential placements,4,4,8
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000035,383,Leeds,All residential placements,All residential placements,10,19,29
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000036,384,Wakefield,All residential placements,All residential placements,2,11,13
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000010,810,"Kingston upon Hull, City of",All residential placements,All residential placements,3,1,4
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000011,811,East Riding of Yorkshire,All residential placements,All residential placements,10,9,19
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000012,812,North East Lincolnshire,All residential placements,All residential placements,9,5,14
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000013,813,North Lincolnshire,All residential placements,All residential placements,7,4,11
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E10000023,815,North Yorkshire,All residential placements,All residential placements,30,8,38
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000014,816,York,All residential placements,All residential placements,17,2,19
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000007,830,Derbyshire,All residential placements,All residential placements,3,2,5
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000015,831,Derby,All residential placements,All residential placements,23,5,28
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,855,Leicestershire,All residential placements,All residential placements,18,3,21
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,856,Leicester,All residential placements,All residential placements,2,6,8
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000017,857,Rutland,All residential placements,All residential placements,2,1,3
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,All residential placements,All residential placements,12,11,23
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,All residential placements,All residential placements,4,9,13
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,All residential placements,All residential placements,22,10,32
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000021,928,Northamptonshire,All residential placements,All residential placements,23,10,33
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,330,Birmingham,All residential placements,All residential placements,118,19,137
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,All residential placements,All residential placements,2,0,2
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,All residential placements,All residential placements,0,3,3
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,All residential placements,All residential placements,2,1,3
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,All residential placements,All residential placements,2,4,6
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,All residential placements,All residential placements,2,0,2
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000031,336,Wolverhampton,All residential placements,All residential placements,3,2,5
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,860,Staffordshire,All residential placements,All residential placements,8,11,19
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,861,Stoke-on-Trent,All residential placements,All residential placements,3,14,17
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000019,884,"Herefordshire, County of",All residential placements,All residential placements,20,6,26
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000034,885,Worcestershire,All residential placements,All residential placements,34,30,64
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000051,893,Shropshire,All residential placements,All residential placements,50,22,72
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000020,894,Telford and Wrekin,All residential placements,All residential placements,9,8,17
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,937,Warwickshire,All residential placements,All residential placements,32,27,59
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000032,821,Luton,All residential placements,All residential placements,6,9,15
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000055,822,Bedford,All residential placements,All residential placements,3,6,9
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000056,823,Central Bedfordshire,All residential placements,All residential placements,13,6,19
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,873,Cambridgeshire,All residential placements,All residential placements,18,21,39
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,All residential placements,All residential placements,15,2,17
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,All residential placements,All residential placements,68,34,102
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,All residential placements,All residential placements,3,5,8
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,All residential placements,All residential placements,4,2,6
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,All residential placements,All residential placements,27,19,46
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,All residential placements,All residential placements,103,31,134
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,All residential placements,All residential placements,46,10,56
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000001,201,City of London,All residential placements,All residential placements,1,0,1
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,All residential placements,All residential placements,8,10,18
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000011,203,Greenwich,All residential placements,All residential placements,18,2,20
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000012,204,Hackney,All residential placements,All residential placements,12,1,13
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000013,205,Hammersmith and Fulham,All residential placements,All residential placements,4,7,11
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000019,206,Islington,All residential placements,All residential placements,5,1,6
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000020,207,Kensington and Chelsea,All residential placements,All residential placements,9,1,10
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,All residential placements,All residential placements,10,5,15
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,All residential placements,All residential placements,11,9,20
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,All residential placements,All residential placements,8,1,9
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000030,211,Tower Hamlets,All residential placements,All residential placements,19,8,27
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000032,212,Wandsworth,All residential placements,All residential placements,36,5,41
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000033,213,Westminster,All residential placements,All residential placements,9,4,13
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,All residential placements,All residential placements,4,5,9
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,All residential placements,All residential placements,14,14,28
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,All residential placements,All residential placements,5,6,11
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,All residential placements,All residential placements,7,9,16
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,All residential placements,All residential placements,25,6,31
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000008,306,Croydon,All residential placements,All residential placements,25,10,35
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000009,307,Ealing,All residential placements,All residential placements,9,5,14
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000010,308,Enfield,All residential placements,All residential placements,11,8,19
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000014,309,Haringey,All residential placements,All residential placements,8,4,12
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000015,310,Harrow,All residential placements,All residential placements,14,7,21
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000016,311,Havering,All residential placements,All residential placements,10,4,14
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000017,312,Hillingdon,All residential placements,All residential placements,4,3,7
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000018,313,Hounslow,All residential placements,All residential placements,17,17,34
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000021,314,Kingston upon Thames,All residential placements,All residential placements,20,5,25
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000024,315,Merton,All residential placements,All residential placements,17,10,27
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000025,316,Newham,All residential placements,All residential placements,8,3,11
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000026,317,Redbridge,All residential placements,All residential placements,13,6,19
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000027,318,Richmond upon Thames,All residential placements,All residential placements,50,4,54
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000029,319,Sutton,All residential placements,All residential placements,17,7,24
201819,Academic year,Local authority,E92000001,England,E12000007,London,E09000031,320,Waltham Forest,All residential placements,All residential placements,3,4,7
201819,Academic year,Local authority,E92000001,England,E12000008,South East,E10000002,825,Buckinghamshire,All residential placements,All residential placements,115,26,141
201819,Academic year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,All residential placements,All residential placements,17,12,29
201819,Academic year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,All residential placements,All residential placements,25,14,39
201819,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,All residential placements,All residential placements,24,4,28
201819,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,All residential placements,All residential placements,117,42,159
201819,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,All residential placements,All residential placements,13,9,22
201819,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,852,Southampton,All residential placements,All residential placements,7,13,20
201819,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,867,Bracknell Forest,All residential placements,All residential placements,4,10,14
201819,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,868,Windsor and Maidenhead,All residential placements,All residential placements,12,4,16
201819,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,869,West Berkshire,All residential placements,All residential placements,13,9,22
201819,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,870,Reading,All residential placements,All residential placements,5,6,11
201819,Academic year,Local authority,E92000001,England,E12000008,South East,E06000039,871,Slough,All residential placements,All residential placements,3,5,8
201819,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,872,Wokingham,All residential placements,All residential placements,30,9,39
201819,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,886,Kent,All residential placements,All residential placements,100,24,124
201819,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,All residential placements,All residential placements,28,7,35
201819,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,All residential placements,All residential placements,12,3,15
201819,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,All residential placements,All residential placements,37,22,59
201819,Academic year,Local authority,E92000001,England,E12000008,South East,E10000030,936,Surrey,All residential placements,All residential placements,103,29,132
201819,Academic year,Local authority,E92000001,England,E12000008,South East,E10000032,938,West Sussex,All residential placements,All residential placements,54,18,72
201819,Academic year,Local authority,E92000001,England,E12000009,South West,E06000053,420,Isles of Scilly,All residential placements,All residential placements,1,0,1
201819,Academic year,Local authority,E92000001,England,E12000009,South West,E06000022,800,Bath and North East Somerset,All residential placements,All residential placements,38,6,44
201819,Academic year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",All residential placements,All residential placements,21,18,39
201819,Academic year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,All residential placements,All residential placements,20,4,24
201819,Academic year,Local authority,E92000001,England,E12000009,South West,E06000025,803,South Gloucestershire,All residential placements,All residential placements,33,16,49
201819,Academic year,Local authority,E92000001,England,E12000009,South West,E10000009,835,Dorset,All residential placements,All residential placements,29,6,35
201819,Academic year,Local authority,E92000001,England,E12000009,South West,E06000029,836,Poole,All residential placements,All residential placements,9,5,14
201819,Academic year,Local authority,E92000001,England,E12000009,South West,E06000028,837,Bournemouth,All residential placements,All residential placements,11,4,15
201819,Academic year,Local authority,E92000001,England,E12000009,South West,E06000054,865,Wiltshire,All residential placements,All residential placements,48,28,76
201819,Academic year,Local authority,E92000001,England,E12000009,South West,E06000030,866,Swindon,All residential placements,All residential placements,24,7,31
201819,Academic year,Local authority,E92000001,England,E12000009,South West,E10000008,878,Devon,All residential placements,All residential placements,30,25,55
201819,Academic year,Local authority,E92000001,England,E12000009,South West,E06000026,879,Plymouth,All residential placements,All residential placements,4,0,4
201819,Academic year,Local authority,E92000001,England,E12000009,South West,E06000027,880,Torbay,All residential placements,All residential placements,9,9,18
201819,Academic year,Local authority,E92000001,England,E12000009,South West,E06000052,908,Cornwall,All residential placements,All residential placements,8,2,10
201819,Academic year,Local authority,E92000001,England,E12000009,South West,E10000013,916,Gloucestershire,All residential placements,All residential placements,12,34,46
201819,Academic year,Local authority,E92000001,England,E12000009,South West,E10000027,933,Somerset,All residential placements,All residential placements,50,6,56
201920,Academic year,National,E92000001,England,,,,,,All residential placements,All residential placements,2209,1310,3519
201920,Academic year,Regional,E92000001,England,E12000001,North East,,,,All residential placements,All residential placements,19,79,98
201920,Academic year,Regional,E92000001,England,E12000002,North West,,,,All residential placements,All residential placements,74,154,228
201920,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,All residential placements,All residential placements,153,81,234
201920,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,All residential placements,All residential placements,100,64,164
201920,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,All residential placements,All residential placements,112,122,234
201920,Academic year,Regional,E92000001,England,E12000006,East of England,,,,All residential placements,All residential placements,335,162,497
201920,Academic year,Regional,E92000001,England,E12000007,London,,,,All residential placements,All residential placements,396,218,614
201920,Academic year,Regional,E92000001,England,E12000008,South East,,,,All residential placements,All residential placements,711,280,991
201920,Academic year,Regional,E92000001,England,E12000009,South West,,,,All residential placements,All residential placements,309,150,459
201920,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,All residential placements,All residential placements,0,9,9
201920,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,All residential placements,All residential placements,0,2,2
201920,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,All residential placements,All residential placements,1,2,3
201920,Academic year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,All residential placements,All residential placements,1,1,2
201920,Academic year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,All residential placements,All residential placements,1,15,16
201920,Academic year,Local authority,E92000001,England,E12000001,North East,E06000001,805,Hartlepool,All residential placements,All residential placements,2,4,6
201920,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,All residential placements,All residential placements,2,9,11
201920,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,All residential placements,All residential placements,0,8,8
201920,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,All residential placements,All residential placements,0,4,4
201920,Academic year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,All residential placements,All residential placements,9,15,24
201920,Academic year,Local authority,E92000001,England,E12000001,North East,E06000005,841,Darlington,All residential placements,All residential placements,1,3,4
201920,Academic year,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,All residential placements,All residential placements,2,7,9
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000011,340,Knowsley,All residential placements,All residential placements,0,11,11
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000012,341,Liverpool,All residential placements,All residential placements,4,2,6
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000013,342,St. Helens,All residential placements,All residential placements,0,8,8
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000014,343,Sefton,All residential placements,All residential placements,0,1,1
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000015,344,Wirral,All residential placements,All residential placements,0,5,5
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000001,350,Bolton,All residential placements,All residential placements,0,6,6
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000002,351,Bury,All residential placements,All residential placements,1,3,4
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000003,352,Manchester,All residential placements,All residential placements,5,10,15
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000004,353,Oldham,All residential placements,All residential placements,2,6,8
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000005,354,Rochdale,All residential placements,All residential placements,5,5,10
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000006,355,Salford,All residential placements,All residential placements,0,5,5
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000007,356,Stockport,All residential placements,All residential placements,2,6,8
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000008,357,Tameside,All residential placements,All residential placements,1,2,3
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000009,358,Trafford,All residential placements,All residential placements,7,4,11
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E08000010,359,Wigan,All residential placements,All residential placements,1,3,4
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,All residential placements,All residential placements,0,0,0
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,All residential placements,All residential placements,5,0,5
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E10000017,888,Lancashire,All residential placements,All residential placements,12,26,38
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,All residential placements,All residential placements,0,7,7
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,All residential placements,All residential placements,0,2,2
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E06000049,895,Cheshire East,All residential placements,All residential placements,4,7,11
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E06000050,896,Cheshire West and Chester,All residential placements,All residential placements,6,17,23
201920,Academic year,Local authority,E92000001,England,E12000002,North West,E10000006,909,Cumbria,All residential placements,All residential placements,19,18,37
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,All residential placements,All residential placements,2,3,5
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,All residential placements,All residential placements,2,7,9
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000018,372,Rotherham,All residential placements,All residential placements,1,7,8
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000019,373,Sheffield,All residential placements,All residential placements,1,13,14
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000032,380,Bradford,All residential placements,All residential placements,0,1,1
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000033,381,Calderdale,All residential placements,All residential placements,2,3,5
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000034,382,Kirklees,All residential placements,All residential placements,4,4,8
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000035,383,Leeds,All residential placements,All residential placements,10,6,16
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000036,384,Wakefield,All residential placements,All residential placements,2,7,9
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000010,810,"Kingston upon Hull, City of",All residential placements,All residential placements,3,3,6
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000011,811,East Riding of Yorkshire,All residential placements,All residential placements,9,9,18
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000012,812,North East Lincolnshire,All residential placements,All residential placements,22,0,22
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000013,813,North Lincolnshire,All residential placements,All residential placements,6,3,9
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E10000023,815,North Yorkshire,All residential placements,All residential placements,74,10,84
201920,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000014,816,York,All residential placements,All residential placements,15,5,20
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000007,830,Derbyshire,All residential placements,All residential placements,5,7,12
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000015,831,Derby,All residential placements,All residential placements,18,9,27
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,855,Leicestershire,All residential placements,All residential placements,20,3,23
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,856,Leicester,All residential placements,All residential placements,1,6,7
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000017,857,Rutland,All residential placements,All residential placements,1,2,3
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,All residential placements,All residential placements,6,8,14
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,All residential placements,All residential placements,3,6,9
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,All residential placements,All residential placements,26,14,40
201920,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000021,928,Northamptonshire,All residential placements,All residential placements,20,9,29
